"id","city_id","code","name","cname","lower_name","code_full"
"237","471","22",,"万荣县",,"CHN014008022"
"238","471","23",,"闻喜县",,"CHN014008023"
"239","471","24",,"稷山县",,"CHN014008024"
"240","471","25",,"新绛县",,"CHN014008025"
"241","471","26",,"绛　县",,"CHN014008026"
"242","471","27",,"垣曲县",,"CHN014008027"
"243","471","28",,"夏　县",,"CHN014008028"
"244","471","29",,"平陆县",,"CHN014008029"
"245","471","30",,"芮城县",,"CHN014008030"
"246","471","81",,"永济市",,"CHN014008081"
"247","471","82",,"河津市",,"CHN014008082"
"248","472","2",,"忻府区",,"CHN014009002"
"249","472","21",,"定襄县",,"CHN014009021"
"250","472","22",,"五台县",,"CHN014009022"
"251","472","23",,"代　县",,"CHN014009023"
"252","472","24",,"繁峙县",,"CHN014009024"
"253","472","25",,"宁武县",,"CHN014009025"
"254","472","26",,"静乐县",,"CHN014009026"
"255","472","27",,"神池县",,"CHN014009027"
"256","472","28",,"五寨县",,"CHN014009028"
"257","472","29",,"岢岚县",,"CHN014009029"
"258","472","30",,"河曲县",,"CHN014009030"
"259","472","31",,"保德县",,"CHN014009031"
"260","472","32",,"偏关县",,"CHN014009032"
"261","472","81",,"原平市",,"CHN014009081"
"262","473","2",,"尧都区",,"CHN014010002"
"263","473","21",,"曲沃县",,"CHN014010021"
"264","473","22",,"翼城县",,"CHN014010022"
"265","473","23",,"襄汾县",,"CHN014010023"
"266","473","24",,"洪洞县",,"CHN014010024"
"267","473","25",,"古　县",,"CHN014010025"
"268","473","26",,"安泽县",,"CHN014010026"
"269","473","27",,"浮山县",,"CHN014010027"
"270","473","28",,"吉　县",,"CHN014010028"
"271","473","29",,"乡宁县",,"CHN014010029"
"272","473","30",,"大宁县",,"CHN014010030"
"273","473","31",,"隰　县",,"CHN014010031"
"274","473","32",,"永和县",,"CHN014010032"
"275","473","33",,"蒲　县",,"CHN014010033"
"276","473","34",,"汾西县",,"CHN014010034"
"277","473","81",,"侯马市",,"CHN014010081"
"278","473","82",,"霍州市",,"CHN014010082"
"279","474","2",,"离石区",,"CHN014011002"
"280","474","21",,"文水县",,"CHN014011021"
"281","474","22",,"交城县",,"CHN014011022"
"282","474","23",,"兴　县",,"CHN014011023"
"283","474","24",,"临　县",,"CHN014011024"
"284","474","25",,"柳林县",,"CHN014011025"
"285","474","26",,"石楼县",,"CHN014011026"
"286","474","27",,"岚　县",,"CHN014011027"
"287","474","28",,"方山县",,"CHN014011028"
"288","474","29",,"中阳县",,"CHN014011029"
"289","474","30",,"交口县",,"CHN014011030"
"290","474","81",,"孝义市",,"CHN014011081"
"291","474","82",,"汾阳市",,"CHN014011082"
"292","475","2",,"新城区",,"CHN015001002"
"293","475","3",,"回民区",,"CHN015001003"
"294","475","4",,"玉泉区",,"CHN015001004"
"295","475","5",,"赛罕区",,"CHN015001005"
"296","475","21",,"土默特左旗",,"CHN015001021"
"297","475","22",,"托克托县",,"CHN015001022"
"298","475","23",,"和林格尔县",,"CHN015001023"
"299","475","24",,"清水河县",,"CHN015001024"
"300","475","25",,"武川县",,"CHN015001025"
"301","476","2",,"东河区",,"CHN015002002"
"302","476","3",,"昆都仑区",,"CHN015002003"
"303","476","4",,"青山区",,"CHN015002004"
"304","476","5",,"石拐区",,"CHN015002005"
"305","476","6",,"白云鄂博矿区",,"CHN015002006"
"306","476","7",,"九原区",,"CHN015002007"
"307","476","21",,"土默特右旗",,"CHN015002021"
"308","476","22",,"固阳县",,"CHN015002022"
"309","476","23",,"达尔罕茂明安联合旗",,"CHN015002023"
"310","477","2",,"海勃湾区",,"CHN015003002"
"311","477","3",,"海南区",,"CHN015003003"
"312","477","4",,"乌达区",,"CHN015003004"
"313","478","2",,"红山区",,"CHN015004002"
"314","478","3",,"元宝山区",,"CHN015004003"
"315","478","4",,"松山区",,"CHN015004004"
"316","478","21",,"阿鲁科尔沁旗",,"CHN015004021"
"317","478","22",,"巴林左旗",,"CHN015004022"
"318","478","23",,"巴林右旗",,"CHN015004023"
"319","478","24",,"林西县",,"CHN015004024"
"320","478","25",,"克什克腾旗",,"CHN015004025"
"321","478","26",,"翁牛特旗",,"CHN015004026"
"322","478","28",,"喀喇沁旗",,"CHN015004028"
"323","478","29",,"宁城县",,"CHN015004029"
"324","478","30",,"敖汉旗",,"CHN015004030"
"325","479","2",,"科尔沁区",,"CHN015005002"
"326","479","21",,"科尔沁左翼中旗",,"CHN015005021"
"327","479","22",,"科尔沁左翼后旗",,"CHN015005022"
"328","479","23",,"开鲁县",,"CHN015005023"
"329","479","24",,"库伦旗",,"CHN015005024"
"330","479","25",,"奈曼旗",,"CHN015005025"
"331","479","26",,"扎鲁特旗",,"CHN015005026"
"332","479","81",,"霍林郭勒市",,"CHN015005081"
"333","480","2",,"东胜区",,"CHN015006002"
"334","480","21",,"达拉特旗",,"CHN015006021"
"335","480","22",,"准格尔旗",,"CHN015006022"
"336","480","23",,"鄂托克前旗",,"CHN015006023"
"337","480","24",,"鄂托克旗",,"CHN015006024"
"338","480","25",,"杭锦旗",,"CHN015006025"
"339","480","26",,"乌审旗",,"CHN015006026"
"340","480","27",,"伊金霍洛旗",,"CHN015006027"
"341","481","2",,"海拉尔区",,"CHN015007002"
"342","481","21",,"阿荣旗",,"CHN015007021"
"343","481","22",,"莫力达瓦达斡尔族自治旗",,"CHN015007022"
"344","481","23",,"鄂伦春自治旗",,"CHN015007023"
"345","481","24",,"鄂温克族自治旗",,"CHN015007024"
"346","481","25",,"陈巴尔虎旗",,"CHN015007025"
"347","481","26",,"新巴尔虎左旗",,"CHN015007026"
"348","481","27",,"新巴尔虎右旗",,"CHN015007027"
"349","481","81",,"满洲里市",,"CHN015007081"
"350","481","82",,"牙克石市",,"CHN015007082"
"351","481","83",,"扎兰屯市",,"CHN015007083"
"352","481","84",,"额尔古纳市",,"CHN015007084"
"353","481","85",,"根河市",,"CHN015007085"
"354","482","2",,"临河区",,"CHN015008002"
"355","482","21",,"五原县",,"CHN015008021"
"356","482","22",,"磴口县",,"CHN015008022"
"357","482","23",,"乌拉特前旗",,"CHN015008023"
"358","482","24",,"乌拉特中旗",,"CHN015008024"
"359","482","25",,"乌拉特后旗",,"CHN015008025"
"360","482","26",,"杭锦后旗",,"CHN015008026"
"361","483","2",,"集宁区",,"CHN015009002"
"362","483","21",,"卓资县",,"CHN015009021"
"363","483","22",,"化德县",,"CHN015009022"
"364","483","23",,"商都县",,"CHN015009023"
"365","483","24",,"兴和县",,"CHN015009024"
"366","483","25",,"凉城县",,"CHN015009025"
"367","483","26",,"察哈尔右翼前旗",,"CHN015009026"
"368","483","27",,"察哈尔右翼中旗",,"CHN015009027"
"369","483","28",,"察哈尔右翼后旗",,"CHN015009028"
"370","483","29",,"四子王旗",,"CHN015009029"
"371","483","81",,"丰镇市",,"CHN015009081"
"372","484","1",,"乌兰浩特市",,"CHN015022001"
"373","484","2",,"阿尔山市",,"CHN015022002"
"374","484","21",,"科尔沁右翼前旗",,"CHN015022021"
"375","484","22",,"科尔沁右翼中旗",,"CHN015022022"
"376","484","23",,"扎赉特旗",,"CHN015022023"
"377","484","24",,"突泉县",,"CHN015022024"
"378","485","1",,"二连浩特市",,"CHN015025001"
"379","485","2",,"锡林浩特市",,"CHN015025002"
"380","485","22",,"阿巴嘎旗",,"CHN015025022"
"381","485","23",,"苏尼特左旗",,"CHN015025023"
"382","485","24",,"苏尼特右旗",,"CHN015025024"
"383","485","25",,"东乌珠穆沁旗",,"CHN015025025"
"384","485","26",,"西乌珠穆沁旗",,"CHN015025026"
"385","485","27",,"太仆寺旗",,"CHN015025027"
"386","485","28",,"镶黄旗",,"CHN015025028"
"387","485","29",,"正镶白旗",,"CHN015025029"
"388","485","30",,"正蓝旗",,"CHN015025030"
"389","485","31",,"多伦县",,"CHN015025031"
"390","486","21",,"阿拉善左旗",,"CHN015029021"
"391","486","22",,"阿拉善右旗",,"CHN015029022"
"392","486","23",,"额济纳旗",,"CHN015029023"
"393","487","2",,"和平区",,"CHN021001002"
"394","487","3",,"沈河区",,"CHN021001003"
"395","487","4",,"大东区",,"CHN021001004"
"396","487","5",,"皇姑区",,"CHN021001005"
"397","487","6",,"铁西区",,"CHN021001006"
"398","487","11",,"苏家屯区",,"CHN021001011"
"399","487","12",,"东陵区",,"CHN021001012"
"400","487","13",,"沈北新区",,"CHN021001013"
"401","487","14",,"于洪区",,"CHN021001014"
"402","487","22",,"辽中县",,"CHN021001022"
"403","487","23",,"康平县",,"CHN021001023"
"404","487","24",,"法库县",,"CHN021001024"
"405","487","81",,"新民市",,"CHN021001081"
"406","488","2",,"中山区",,"CHN021002002"
"407","488","3",,"西岗区",,"CHN021002003"
"408","488","4",,"沙河口区",,"CHN021002004"
"409","488","11",,"甘井子区",,"CHN021002011"
"410","488","12",,"旅顺口区",,"CHN021002012"
"411","488","13",,"金州区",,"CHN021002013"
"412","488","24",,"长海县",,"CHN021002024"
"413","488","81",,"瓦房店市",,"CHN021002081"
"414","488","82",,"普兰店市",,"CHN021002082"
"415","488","83",,"庄河市",,"CHN021002083"
"416","489","2",,"铁东区",,"CHN021003002"
"417","489","3",,"铁西区",,"CHN021003003"
"418","489","4",,"立山区",,"CHN021003004"
"419","489","11",,"千山区",,"CHN021003011"
"420","489","21",,"台安县",,"CHN021003021"
"421","489","23",,"岫岩满族自治县",,"CHN021003023"
"422","489","81",,"海城市",,"CHN021003081"
"423","490","2",,"新抚区",,"CHN021004002"
"424","490","3",,"东洲区",,"CHN021004003"
"425","490","4",,"望花区",,"CHN021004004"
"426","490","11",,"顺城区",,"CHN021004011"
"427","490","21",,"抚顺县",,"CHN021004021"
"428","490","22",,"新宾满族自治县",,"CHN021004022"
"429","490","23",,"清原满族自治县",,"CHN021004023"
"430","491","2",,"平山区",,"CHN021005002"
"431","491","3",,"溪湖区",,"CHN021005003"
"432","491","4",,"明山区",,"CHN021005004"
"433","491","5",,"南芬区",,"CHN021005005"
"434","491","21",,"本溪满族自治县",,"CHN021005021"
"435","491","22",,"桓仁满族自治县",,"CHN021005022"
"436","492","2",,"元宝区",,"CHN021006002"
"437","492","3",,"振兴区",,"CHN021006003"
"438","492","4",,"振安区",,"CHN021006004"
"439","492","24",,"宽甸满族自治县",,"CHN021006024"
"440","492","81",,"东港市",,"CHN021006081"
"441","492","82",,"凤城市",,"CHN021006082"
"442","493","2",,"古塔区",,"CHN021007002"
"443","493","3",,"凌河区",,"CHN021007003"
"444","493","11",,"太和区",,"CHN021007011"
"445","493","26",,"黑山县",,"CHN021007026"
"446","493","27",,"义　县",,"CHN021007027"
"447","493","81",,"凌海市",,"CHN021007081"
"448","493","82",,"北镇市",,"CHN021007082"
"449","494","2",,"站前区",,"CHN021008002"
"450","494","3",,"西市区",,"CHN021008003"
"451","494","4",,"鲅鱼圈区",,"CHN021008004"
"452","494","11",,"老边区",,"CHN021008011"
"453","494","81",,"盖州市",,"CHN021008081"
"454","494","82",,"大石桥市",,"CHN021008082"
"455","495","2",,"海州区",,"CHN021009002"
"456","495","3",,"新邱区",,"CHN021009003"
"457","495","4",,"太平区",,"CHN021009004"
"458","495","5",,"清河门区",,"CHN021009005"
"459","495","11",,"细河区",,"CHN021009011"
"460","495","21",,"阜新蒙古族自治县",,"CHN021009021"
"461","495","22",,"彰武县",,"CHN021009022"
"462","496","2",,"白塔区",,"CHN021010002"
"463","496","3",,"文圣区",,"CHN021010003"
"464","496","4",,"宏伟区",,"CHN021010004"
"465","496","5",,"弓长岭区",,"CHN021010005"
"466","496","11",,"太子河区",,"CHN021010011"
"467","496","21",,"辽阳县",,"CHN021010021"
"468","496","81",,"灯塔市",,"CHN021010081"
"469","497","2",,"双台子区",,"CHN021011002"
"470","497","3",,"兴隆台区",,"CHN021011003"
"471","497","21",,"大洼县",,"CHN021011021"
"472","497","22",,"盘山县",,"CHN021011022"
"473","498","2",,"银州区",,"CHN021012002"
"474","498","4",,"清河区",,"CHN021012004"
"475","498","21",,"铁岭县",,"CHN021012021"
"476","498","23",,"西丰县",,"CHN021012023"
"477","498","24",,"昌图县",,"CHN021012024"
"478","498","81",,"调兵山市",,"CHN021012081"
"479","498","82",,"开原市",,"CHN021012082"
"480","499","2",,"双塔区",,"CHN021013002"
"481","499","3",,"龙城区",,"CHN021013003"
"482","499","21",,"朝阳县",,"CHN021013021"
"483","499","22",,"建平县",,"CHN021013022"
"484","499","24",,"喀喇沁左翼蒙古族自治县",,"CHN021013024"
"485","499","81",,"北票市",,"CHN021013081"
"486","499","82",,"凌源市",,"CHN021013082"
"487","500","2",,"连山区",,"CHN021014002"
"488","500","3",,"龙港区",,"CHN021014003"
"489","500","4",,"南票区",,"CHN021014004"
"490","500","21",,"绥中县",,"CHN021014021"
"491","500","22",,"建昌县",,"CHN021014022"
"492","500","81",,"兴城市",,"CHN021014081"
"493","501","2",,"南关区",,"CHN022001002"
"494","501","3",,"宽城区",,"CHN022001003"
"495","501","4",,"朝阳区",,"CHN022001004"
"496","501","5",,"二道区",,"CHN022001005"
"497","501","6",,"绿园区",,"CHN022001006"
"498","501","12",,"双阳区",,"CHN022001012"
"499","501","22",,"农安县",,"CHN022001022"
"500","501","81",,"九台市",,"CHN022001081"
"501","501","82",,"榆树市",,"CHN022001082"
"502","501","83",,"德惠市",,"CHN022001083"
"503","502","2",,"昌邑区",,"CHN022002002"
"504","502","3",,"龙潭区",,"CHN022002003"
"505","502","4",,"船营区",,"CHN022002004"
"506","502","11",,"丰满区",,"CHN022002011"
"507","502","21",,"永吉县",,"CHN022002021"
"508","502","81",,"蛟河市",,"CHN022002081"
"509","502","82",,"桦甸市",,"CHN022002082"
"510","502","83",,"舒兰市",,"CHN022002083"
"511","502","84",,"磐石市",,"CHN022002084"
"512","503","2",,"铁西区",,"CHN022003002"
"513","503","3",,"铁东区",,"CHN022003003"
"514","503","22",,"梨树县",,"CHN022003022"
"515","503","23",,"伊通满族自治县",,"CHN022003023"
"516","503","81",,"公主岭市",,"CHN022003081"
"517","503","82",,"双辽市",,"CHN022003082"
"518","504","2",,"龙山区",,"CHN022004002"
"519","504","3",,"西安区",,"CHN022004003"
"520","504","21",,"东丰县",,"CHN022004021"
"521","504","22",,"东辽县",,"CHN022004022"
"522","505","2",,"东昌区",,"CHN022005002"
"523","505","3",,"二道江区",,"CHN022005003"
"524","505","21",,"通化县",,"CHN022005021"
"525","505","23",,"辉南县",,"CHN022005023"
"526","505","24",,"柳河县",,"CHN022005024"
"527","505","81",,"梅河口市",,"CHN022005081"
"528","505","82",,"集安市",,"CHN022005082"
"529","506","2",,"八道江区",,"CHN022006002"
"530","506","5",,"江源区",,"CHN022006005"
"531","506","21",,"抚松县",,"CHN022006021"
"532","506","22",,"靖宇县",,"CHN022006022"
"533","506","23",,"长白朝鲜族自治县",,"CHN022006023"
"534","506","81",,"临江市",,"CHN022006081"
"535","507","2",,"宁江区",,"CHN022007002"
"536","507","21",,"前郭尔罗斯蒙古族自治县",,"CHN022007021"
"537","507","22",,"长岭县",,"CHN022007022"
"538","507","23",,"乾安县",,"CHN022007023"
"539","507","24",,"扶余县",,"CHN022007024"
"540","508","2",,"洮北区",,"CHN022008002"
"541","508","21",,"镇赉县",,"CHN022008021"
"542","508","22",,"通榆县",,"CHN022008022"
"543","508","81",,"洮南市",,"CHN022008081"
"544","508","82",,"大安市",,"CHN022008082"
"545","509","1",,"延吉市",,"CHN022024001"
"546","509","2",,"图们市",,"CHN022024002"
"547","509","3",,"敦化市",,"CHN022024003"
"548","509","4",,"珲春市",,"CHN022024004"
"549","509","5",,"龙井市",,"CHN022024005"
"550","509","6",,"和龙市",,"CHN022024006"
"551","509","24",,"汪清县",,"CHN022024024"
"552","509","26",,"安图县",,"CHN022024026"
"553","510","2",,"道里区",,"CHN023001002"
"554","510","3",,"南岗区",,"CHN023001003"
"555","510","4",,"道外区",,"CHN023001004"
"556","510","8",,"平房区",,"CHN023001008"
"557","510","9",,"松北区",,"CHN023001009"
"558","510","10",,"香坊区",,"CHN023001010"
"559","510","11",,"呼兰区",,"CHN023001011"
"560","510","12",,"阿城区",,"CHN023001012"
"561","510","23",,"依兰县",,"CHN023001023"
"562","510","24",,"方正县",,"CHN023001024"
"563","510","25",,"宾　县",,"CHN023001025"
"564","510","26",,"巴彦县",,"CHN023001026"
"565","510","27",,"木兰县",,"CHN023001027"
"566","510","28",,"通河县",,"CHN023001028"
"567","510","29",,"延寿县",,"CHN023001029"
